file,reference,module1_score,module2_score,label
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0055.flac,had lasted for two whole days when tromp found that his powder had run out and that on the third day more than half his fleet were unable to continue the struggle but inspiring his subordinates de ruyter evertsen and floriszoon with his own indomitable courage,97.44,98.06,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0055.flac_aug,had lasted for two whole days when tromp found that his powder had run out and that on the third day more than half his fleet were unable to continue the struggle but inspiring his subordinates de ruyter evertsen and floriszoon with his own indomitable courage,35.0,4.81,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0056.flac,tromp succeeded by expert seamanship in holding off the enemy and conducting his convoy with small loss into safety,100.0,97.29,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0056.flac_aug,tromp succeeded by expert seamanship in holding off the enemy and conducting his convoy with small loss into safety,26.32,1.5,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0057.flac,meanwhile both nations had been getting sick of the war the dutch were suffering terribly from the serious interference with their commerce and carrying trade and from the destruction of the important fisheries industry,100.0,97.18,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0057.flac_aug,meanwhile both nations had been getting sick of the war the dutch were suffering terribly from the serious interference with their commerce and carrying trade and from the destruction of the important fisheries industry,96.3,26.27,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0058.flac,while the english on their side were shut out from the baltic where the king of denmark as the ally of the united provinces had closed the sound and from the mediterranean where admiral van galen,100.0,93.2,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0058.flac_aug,while the english on their side were shut out from the baltic where the king of denmark as the ally of the united provinces had closed the sound and from the mediterranean where admiral van galen,28.0,6.43,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0059.flac,destroyed a british squadron off leghorn march twenty third in both countries there was a peace party,100.0,99.08,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0059.flac_aug,destroyed a british squadron off leghorn march twenty third in both countries there was a peace party,100.0,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0060.flac,and was averse to war in the dutch republic the states party especially in holland the chief sufferer by the war was anxious for a cessation of hostilities and it found its leader in the youthful john de witt,100.0,98.74,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0060.flac_aug,and was averse to war in the dutch republic the states party especially in holland the chief sufferer by the war was anxious for a cessation of hostilities and it found its leader in the youthful john de witt,100.0,0.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0061.flac,had been appointed council pensionary cromwell took pains to let the estates of holland know his favourable feelings towards them by sending over in february a private emissary,100.0,97.9,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0061.flac_aug,had been appointed council pensionary cromwell took pains to let the estates of holland know his favourable feelings towards them by sending over in february a private emissary,65.45,1.25,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0062.flac,thus early did the new council pensionary initiate a form of diplomacy in which he was to prove himself an adept this first effort was not a success the parliament published the letter with the title humble supplication of the states of holland,100.0,99.11,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0062.flac_aug,thus early did the new council pensionary initiate a form of diplomacy in which he was to prove himself an adept this first effort was not a success the parliament published the letter with the title humble supplication of the states of holland,94.29,1.75,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0063.flac,he induced the states general by a bare majority four provinces to three to send a conciliatory letter the date of which april thirtieth sixteen fifty three coincided with cromwell's forcible dissolution of the rump parliament and the assumption by him,100.0,98.62,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0063.flac_aug,he induced the states general by a bare majority four provinces to three to send a conciliatory letter the date of which april thirtieth sixteen fifty three coincided with cromwell's forcible dissolution of the rump parliament and the assumption by him,50.0,26.79,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0064.flac,with the support of the army of dictatorial powers,100.0,97.26,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0064.flac_aug,with the support of the army of dictatorial powers,76.92,49.77,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0065.flac,and their insistence now on the full satisfaction of all the english demands made a continuation of hostilities inevitable tromp after successfully bringing in two large convoys of merchantmen encountered june twelfth,98.25,97.15,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0065.flac_aug,and their insistence now on the full satisfaction of all the english demands made a continuation of hostilities inevitable tromp after successfully bringing in two large convoys of merchantmen encountered june twelfth,79.31,7.44,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0066.flac,near the gabbard the english fleet under monk and deane each fleet numbered about one hundred sail but the dutch ships were inferior in size solidity and weight of metal for two days the fight was obstinately and fiercely contested,100.0,98.57,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0066.flac_aug,near the gabbard the english fleet under monk and deane each fleet numbered about one hundred sail but the dutch ships were inferior in size solidity and weight of metal for two days the fight was obstinately and fiercely contested,22.86,1.63,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0067.flac,tromp was obliged to retreat having lost twenty ships he complained bitterly as did his vice admirals de ruyter and de with to the board of admiralty of the inferiority of the vessels of his fleet as compared with those of the adversary,100.0,97.33,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0067.flac_aug,tromp was obliged to retreat having lost twenty ships he complained bitterly as did his vice admirals de ruyter and de with to the board of admiralty of the inferiority of the vessels of his fleet as compared with those of the adversary,87.1,14.13,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0068.flac,the english now instituted a blockade of the dutch coast which had the effect of reducing to desperate straits a land whose welfare and prosperity depended wholly on commerce amsterdam was ruined in these circumstances direct negotiation was perforce attempted,100.0,98.56,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0068.flac_aug,the english now instituted a blockade of the dutch coast which had the effect of reducing to desperate straits a land whose welfare and prosperity depended wholly on commerce amsterdam was ruined in these circumstances direct negotiation was perforce attempted,100.0,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0069.flac,four envoys were sent representing the three maritime provinces at first it seemed impossible that any common ground of agreement could be found cromwell was obsessed with the idea of a politico religious union between the two republics which would have meant the extinction of dutch independence,100.0,98.38,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0069.flac_aug,four envoys were sent representing the three maritime provinces at first it seemed impossible that any common ground of agreement could be found cromwell was obsessed with the idea of a politico religious union between the two republics which would have meant the extinction of dutch independence,97.62,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0070.flac,una respublica which nothing but sheer conquest and dire necessity would ever induce the dutch people to accept accordingly the war went on though the envoys did not leave london hoping still that some better terms might be offered,97.3,97.67,1
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0070.flac_aug,una respublica which nothing but sheer conquest and dire necessity would ever induce the dutch people to accept accordingly the war went on though the envoys did not leave london hoping still that some better terms might be offered,97.3,0.0,0
E:\UMD\Data_641_PCS1\NLP_project\PronounceAI\librispeech\LibriSpeech\train-clean-100\1081\125237\1081-125237-0071.flac,but in order to gain breathing space for the efforts of the negotiators one thing was essential the breaking of the blockade the admiralties made a supreme effort to refit and reinforce their fleet but it lay in two portions eighty five sail under tromp in the maas,100.0,97.53,1
